p_adj,unit,product,geo\time	2020 	2019 	2018 	2017 	2016 	2015 
NI,PCH_PRE,210000,LV	2.62 f	-1.08 	3.67 	1.66 	0.62 	: 
NI,PCH_PRE,210000,MT	0.68 f	2.54 	-1.74 	-0.13 	2.77 	: 
NI,PCH_PRE,210000,NL	1.37 f	3.99 	1.64 	1.47 	2.00 	: 
NI,PCH_PRE,210000,PL	3.39 f	3.14 p	2.63 	1.35 	-0.05 	: 
NI,PCH_PRE,210000,PT	1.53 f	1.80 	1.29 	1.17 	0.42 	: 
NI,PCH_PRE,210000,RO	15.84 f	6.55 	11.39 	15.69 	-8.53 	: 
NI,PCH_PRE,210000,SE	2.84 f	3.20 	4.69 	2.65 	1.70 	: 
NI,PCH_PRE,210000,SI	2.13 f	3.15 	3.58 	1.94 	1.48 	: 
NI,PCH_PRE,210000,SK	0.74 f	4.85 	-1.93 	3.95 	0.48 	: 
NI,PCH_PRE,210000,UK	0.70 f	1.60 	4.56 	1.88 	0.22 	: 
NI,PCH_PRE,211000,AT	1.33 f	1.75 	1.28 	1.09 	0.70 	: 
NI,PCH_PRE,211000,BE	1.10 f	3.01 	2.49 	2.00 	3.00 	: 
NI,PCH_PRE,211000,BG	8.41 f	7.01 	0.74 	-3.26 	-1.90 	: 
NI,PCH_PRE,211000,CY	0.13 f	0.33 	0.17 	1.07 	-1.14 	: 
NI,PCH_PRE,211000,CZ	4.27 f	3.03 	0.39 	0.79 	1.00 	: 
NI,PCH_PRE,211000,DE	1.38 f	2.26 	2.50 	2.17 	1.60 	: 
NI,PCH_PRE,211000,DK	-1.14 f	1.24 	0.19 	1.63 	2.28 	: 
NI,PCH_PRE,211000,EE	1.11 f	1.99 	1.20 	1.32 	-0.32 	: 
NI,PCH_PRE,211000,EL	0.56 f	0.45 	0.70 	1.17 	0.58 	: 
NI,PCH_PRE,211000,ES	2.27 f	3.69 	1.53 	0.70 	0.37 	: 
NI,PCH_PRE,211000,EU27_2020	2.14 f	2.12 p	2.70 	1.88 	1.17 	: 
NI,PCH_PRE,211000,EU28	: 	2.04 p	2.86 	1.80 	1.12 	: 
NI,PCH_PRE,211000,FI	1.31 f	2.94 	2.57 	1.23 	0.56 	: 
NI,PCH_PRE,211000,FR	1.41 f	2.11 	3.08 	1.78 	0.90 	: 
NI,PCH_PRE,211000,HR	0.00 f	0.01 	0.36 	1.56 	-0.03 	: 
NI,PCH_PRE,211000,HU	4.39 f	2.39 	3.71 	3.75 	1.30 	: 
NI,PCH_PRE,211000,IE	1.00 f	2.47 	1.48 	-0.13 	0.28 	: 
NI,PCH_PRE,211000,IT	1.39 f	1.22 	2.50 	1.96 	2.10 	: 
NI,PCH_PRE,211000,LT	32.02 f	-26.36 	13.76 	-16.79 	6.29 	: 
NI,PCH_PRE,211000,LU	1.45 f	2.75 	1.75 	2.05 	1.63 	: 
NI,PCH_PRE,211000,LV	-0.04 f	-2.01 	2.65 	1.05 	0.76 	: 
NI,PCH_PRE,211000,MT	1.17 f	2.92 	1.12 	1.56 	1.48 	: 
NI,PCH_PRE,211000,NL	0.18 f	5.49 	0.97 	1.08 	1.80 	: 
NI,PCH_PRE,211000,PL	3.75 f	3.52 p	2.76 	1.73 	0.68 	: 
NI,PCH_PRE,211000,PT	1.26 f	1.93 	1.22 	0.96 	0.59 	: 
NI,PCH_PRE,211000,RO	19.79 f	7.09 	13.78 	20.88 	-10.72 	: 
NI,PCH_PRE,211000,SE	3.93 f	3.62 	5.24 	2.74 	2.10 	: 
NI,PCH_PRE,211000,SI	2.26 f	3.49 	3.64 	1.72 	1.39 	: 
NI,PCH_PRE,211000,SK	1.33 f	3.58 	-13.81 	5.60 	3.42 	: 
NI,PCH_PRE,211000,UK	0.81 f	1.24 	4.67 	0.95 	0.56 	: 
NI,PCH_PRE,211100,AT	1.25 f	1.36 	1.08 	0.79 	0.80 	: 
NI,PCH_PRE,211100,BE	1.31 f	2.87 	2.99 	2.00 	3.01 	: 
NI,PCH_PRE,211100,BG	9.17 f	7.02 	1.68 	-2.66 	-2.20 	: 
NI,PCH_PRE,211100,CY	0.03 f	0.81 	-0.62 	2.50 	-1.48 	: 
NI,PCH_PRE,211100,CZ	4.54 f	4.03 	0.39 	0.40 	0.90 	: 
NI,PCH_PRE,211100,DE	1.47 f	2.35 	2.60 	2.06 	1.80 	: 
NI,PCH_PRE,211100,DK	-2.33 f	0.48 	0.42 	1.07 	2.31 	: 
NI,PCH_PRE,211100,EE	1.16 f	2.13 	0.68 	0.77 	-0.92 	: 
NI,PCH_PRE,211100,EL	0.66 f	0.65 	0.68 	0.74 	0.58 	: 
NI,PCH_PRE,211100,ES	1.03 f	2.14 	0.81 	0.76 	0.69 	: 
NI,PCH_PRE,211100,EU27_2020	1.56 f	2.19 p	2.19 e	1.26 	1.53 	: 
NI,PCH_PRE,211100,EU28	: 	2.14 p	2.37 e	1.24 	1.43 	: 
NI,PCH_PRE,211100,FI	1.09 f	2.03 	1.67 	0.68 	1.16 	: 
NI,PCH_PRE,211100,FR	0.78 f	2.41 	2.07 	0.98 	1.06 	: 
NI,PCH_PRE,211100,HR	-0.01 f	0.01 	-1.70 	1.80 	-0.03 	: 
NI,PCH_PRE,211100,HU	2.78 f	3.06 	3.97 	1.10 	-0.40 	: 
NI,PCH_PRE,211100,IE	0.96 f	1.66 	1.79 	0.60 	1.06 	: 
NI,PCH_PRE,211100,IT	1.69 f	2.41 	1.57 	0.29 	1.80 	: 
NI,PCH_PRE,211100,LT	7.15 f	-27.53 	30.63 	-9.14 	9.02 	: 
NI,PCH_PRE,211100,LU	1.41 f	2.70 	1.97 e	2.00 	1.95 	: 
NI,PCH_PRE,211100,LV	-0.04 f	-2.01 	2.65 	1.05 	0.76 	: 
NI,PCH_PRE,211100,MT	0.00 f	1.90 	1.26 	1.24 	0.97 	: 
NI,PCH_PRE,211100,NL	0.18 f	5.29 	0.87 	1.08 	2.00 	: 
NI,PCH_PRE,211100,PL	3.54 f	3.77 p	3.29 	1.66 	0.77 	: 
NI,PCH_PRE,211100,PT	1.40 f	1.80 	1.18 	1.02 	0.42 	: 
NI,PCH_PRE,211100,RO	21.59 f	0.13 	8.82 	8.00 	-0.75 	: 
NI,PCH_PRE,211100,SE	3.61 f	3.75 	4.19 	2.74 	2.20 	: 
NI,PCH_PRE,211100,SI	2.64 f	3.57 	3.58 	1.93 	0.94 	: 
NI,PCH_PRE,211100,SK	0.00 f	5.63 	-17.00 	8.12 	4.98 	: 
NI,PCH_PRE,211100,UK	0.00 f	1.43 	5.14 	0.86 	-0.03 	: 
NI,PCH_PRE,211110,BE	: 	0.00 	2.87 	2.00 	3.13 	: 
NI,PCH_PRE,211110,EL	: 	0.43 	0.39 	0.11 	-0.86 	: 
NI,PCH_PRE,211110,ES	: 	-4.44 	-9.45 	8.53 	12.97 	: 
NI,PCH_PRE,211110,EU27_2020	: 	-0.10 p	2.47 	-0.20 	2.24 	: 
NI,PCH_PRE,211110,EU28	: 	-0.10 p	2.47 	-0.20 	2.24 	: 
NI,PCH_PRE,211110,FR	: 	1.85 	4.59 	3.24 	1.22 	: 
NI,PCH_PRE,211110,HR	: 	0.02 	0.06 	0.04 	-0.06 	: 
NI,PCH_PRE,211110,HU	: 	4.28 	3.28 	-2.43 	-9.50 	: 
NI,PCH_PRE,211110,IE	: 	2.85 	1.67 	0.26 	1.18 	: 
NI,PCH_PRE,211110,IT	: 	2.54 	0.59 	0.79 	0.90 	: 
NI,PCH_PRE,211110,LT	: 	-70.39 	26.70 	-38.31 	50.72 	: 
NI,PCH_PRE,211110,MT	: 	2.16 	0.72 	0.02 	1.41 	: 
NI,PCH_PRE,211110,NL	: 	5.98 	3.87 	-0.91 	-0.90 	: 
NI,PCH_PRE,211110,PL	: 	3.89 p	3.15 	1.00 	0.31 	: 
NI,PCH_PRE,211110,PT	: 	2.02 	1.61 	2.08 	3.07 	: 
NI,PCH_PRE,211110,RO	: 	7.67 	1.15 	4.62 	0.13 	: 
NI,PCH_PRE,211110,SE	: 	3.16 	3.46 	2.89 	3.90 	: 
NI,PCH_PRE,211120,AT	: 	1.49 	0.50 	0.00 	0.50 	: 
NI,PCH_PRE,211120,BE	: 	3.12 	3.00 	2.00 	3.00 	: 
NI,PCH_PRE,211120,CY	: 	4.30 	0.62 	3.47 	-4.73 	: 
NI,PCH_PRE,211120,DE	: 	3.29 	2.51 	2.37 	1.30 	: 
NI,PCH_PRE,211120,DK	: 	1.16 	1.17 	1.60 	0.76 	: 
NI,PCH_PRE,211120,EL	: 	1.03 	0.93 	1.02 	1.43 	: 
NI,PCH_PRE,211120,ES	: 	1.12 	0.86 	0.39 	0.54 	: 
NI,PCH_PRE,211120,EU27_2020	: 	2.49 p	2.15 e	1.50 	1.41 	: 
NI,PCH_PRE,211120,EU28	: 	2.40 p	2.70 e	1.45 	1.24 	: 
NI,PCH_PRE,211120,FI	: 	2.30 	0.80 	0.76 	1.79 	: 
NI,PCH_PRE,211120,FR	: 	1.78 	2.21 	0.96 	1.16 	: 
NI,PCH_PRE,211120,HR	: 	0.01 	0.03 	0.02 	-0.03 	: 
NI,PCH_PRE,211120,HU	: 	3.75 	3.60 	3.53 	1.90 	: 
NI,PCH_PRE,211120,IE	: 	2.85 	1.67 	0.26 	1.18 	: 
NI,PCH_PRE,211120,IT	: 	2.39 	1.66 	0.59 	2.10 	: 
NI,PCH_PRE,211120,LT	: 	-11.31 	-28.05 	2.29 	17.71 	: 
NI,PCH_PRE,211120,LU	: 	5.07 	0.71 e	2.36 	1.37 	: 
NI,PCH_PRE,211120,MT	: 	3.07 	9.10 	-0.02 	-7.43 	: 
NI,PCH_PRE,211120,NL	: 	0.99 	1.40 	0.30 	-0.40 	: 
NI,PCH_PRE,211120,PL	: 	7.77 p	9.34 	1.97 	1.01 	: 
NI,PCH_PRE,211120,PT	: 	1.46 	1.03 	1.02 	-0.10 	: 
NI,PCH_PRE,211120,RO	: 	7.78 	26.09 	7.80 	7.51 	: 
NI,PCH_PRE,211120,SE	: 	2.35 	2.40 	1.76 	2.30 	: 
NI,PCH_PRE,211120,SI	: 	4.20 	4.86 	3.27 	-0.08 	: 
NI,PCH_PRE,211120,UK	: 	1.80 	6.52 	1.08 	0.05 	: 
NI,PCH_PRE,211130,AT	: 	1.83 	1.67 	1.09 	0.90 	: 
NI,PCH_PRE,211130,BE	: 	3.12 	3.00 	2.00 	3.00 	: 
NI,PCH_PRE,211130,BG	: 	7.02 	1.68 	-2.66 	-2.20 	: 
NI,PCH_PRE,211130,CY	: 	0.00 	0.62 	3.47 	-4.73 	: 
NI,PCH_PRE,211130,CZ	: 	4.03 	0.39 	0.40 	0.90 	: 
NI,PCH_PRE,211130,DE	: 	1.59 	2.69 	1.96 	2.10 	: 
NI,PCH_PRE,211130,DK	: 	1.17 	1.01 	0.00 	5.37 	: 
NI,PCH_PRE,211130,EL	: 	0.40 	0.59 	0.85 	0.56 	: 
NI,PCH_PRE,211130,ES	: 	7.24 	0.76 	2.35 	1.25 	: 
NI,PCH_PRE,211130,EU27_2020	: 	1.74 p	3.01 e	1.24 	1.56 	: 
NI,PCH_PRE,211130,EU28	: 	1.74 p	3.01 e	1.24 	1.56 	: 
NI,PCH_PRE,211130,FI	: 	1.47 	1.83 	0.85 	0.73 	: 
NI,PCH_PRE,211130,FR	: 	2.96 	1.82 	0.87 	0.98 	: 
NI,PCH_PRE,211130,HR	: 	0.02 	0.00 	0.08 	-0.04 	: 
NI,PCH_PRE,211130,HU	: 	2.17 	4.32 	-1.02 	-1.80 	: 
NI,PCH_PRE,211130,IE	: 	1.28 	3.12 	1.61 	0.83 	: 
NI,PCH_PRE,211130,IT	: 	3.15 	2.85 	0.49 	1.30 	: 
NI,PCH_PRE,211130,LT	: 	-26.41 	48.99 	-7.70 	3.02 	: 
NI,PCH_PRE,211130,LU	: 	1.92 	2.38 e	1.89 	2.14 	: 
NI,PCH_PRE,211130,MT	: 	0.00 	-1.62 	22.46 	10.46 	: 
NI,PCH_PRE,211130,NL	: 	3.72 	1.16 	1.27 	2.40 	: 
NI,PCH_PRE,211130,PL	: 	4.10 p	3.80 	2.43 	1.95 	: 
NI,PCH_PRE,211130,PT	: 	2.52 	1.19 	0.77 	1.25 	: 
NI,PCH_PRE,211130,RO	: 	-9.58 	13.94 	0.85 	-5.49 	: 
NI,PCH_PRE,211130,SE	: 	5.02 	5.28 	3.01 	2.90 	: 
NI,PCH_PRE,211130,SI	: 	4.78 	3.66 	1.66 	1.53 	: 
NI,PCH_PRE,211140,AT	: 	0.97 	1.08 	0.99 	0.70 	: 
NI,PCH_PRE,211140,BE	: 	3.12 	3.00 	2.00 	3.00 	: 
NI,PCH_PRE,211140,CY	: 	-0.46 	-1.14 	2.09 	-0.09 	: 
NI,PCH_PRE,211140,DK	: 	0.01 	-0.04 	1.26 	1.81 	: 
NI,PCH_PRE,211140,EE	: 	2.13 	0.68 	0.77 	-0.92 	: 
NI,PCH_PRE,211140,EL	: 	0.54 	0.65 	0.71 	0.45 	: 
NI,PCH_PRE,211140,ES	: 	-0.43 	1.43 	0.18 	-0.88 	: 
NI,PCH_PRE,211140,EU27_2020	: 	2.69 p	0.52 	1.17 	1.54 	: 
NI,PCH_PRE,211140,EU28	: 	2.52 p	0.49 	1.10 	1.42 	: 
NI,PCH_PRE,211140,FI	: 	2.44 	2.19 	0.43 	1.17 	: 
NI,PCH_PRE,211140,HR	: 	0.01 	-4.27 	4.52 	-0.02 	: 
NI,PCH_PRE,211140,HU	: 	8.00 	3.08 	1.21 	-0.60 	: 
NI,PCH_PRE,211140,IE	: 	1.33 	1.33 	0.37 	1.10 	: 
NI,PCH_PRE,211140,IT	: 	1.57 	0.39 	-0.39 	2.00 	: 
NI,PCH_PRE,211140,LT	: 	4.41 	-5.60 	10.61 	-9.80 	: 
NI,PCH_PRE,211140,LV	: 	-2.01 	2.65 	1.05 	0.76 	: 
NI,PCH_PRE,211140,MT	: 	0.00 	0.00 	0.00 	1.35 	: 
NI,PCH_PRE,211140,NL	: 	5.76 	0.77 	1.18 	2.10 	: 
NI,PCH_PRE,211140,PL	: 	3.06 p	2.31 	1.49 	0.57 	: 
NI,PCH_PRE,211140,PT	: 	1.52 	1.71 	1.35 	0.00 	: 
NI,PCH_PRE,211140,RO	: 	-3.38 	-23.86 	27.52 	-5.53 	: 
NI,PCH_PRE,211140,SE	: 	3.41 	4.02 	2.76 	1.60 	: 
NI,PCH_PRE,211140,SI	: 	0.38 	1.20 	0.07 	1.75 	: 
NI,PCH_PRE,211140,SK	: 	5.63 	-17.00 	8.12 	4.98 	: 
NI,PCH_PRE,211140,UK	: 	-0.01 	-0.03 	0.05 	-0.32 	: 
NI,PCH_PRE,211141,AT	: 	1.61 	1.83 	2.06 	1.70 	: 
NI,PCH_PRE,211141,BE	: 	3.12 	3.00 	2.00 	3.00 	: 
NI,PCH_PRE,211141,CY	: 	-2.46 	0.60 	3.48 	-4.75 	: 
NI,PCH_PRE,211141,DK	: 	-1.72 	0.26 	1.66 	1.45 	: 
NI,PCH_PRE,211141,EL	: 	0.66 	0.72 	1.08 	0.58 	: 
NI,PCH_PRE,211141,EU27_2020	: 	1.27 p	0.80 	1.47 	0.72 	: 
NI,PCH_PRE,211141,EU28	: 	1.27 p	0.80 	1.47 	0.72 	: 
NI,PCH_PRE,211141,FI	: 	2.50 	-0.58 	-2.28 	1.14 	: 
NI,PCH_PRE,211141,HR	: 	0.01 	0.02 	0.05 	-0.04 	: 
NI,PCH_PRE,211141,HU	: 	8.00 	3.08 	1.21 	-0.60 	: 
NI,PCH_PRE,211141,IT	: 	0.50 	0.40 	0.40 	-0.10 	: 
NI,PCH_PRE,211141,LT	: 	5.46 	19.55 	-6.80 	0.70 	: 
NI,PCH_PRE,211141,MT	: 	0.00 	0.00 	0.00 	1.35 	: 
NI,PCH_PRE,211141,NL	: 	2.60 	0.68 	0.78 	2.20 	: 
NI,PCH_PRE,211141,PL	: 	3.99 p	3.70 	1.91 	0.51 	: 
NI,PCH_PRE,211141,PT	: 	: c	: c	: c	: c	: 
NI,PCH_PRE,211141,RO	: 	-8.47 	-8.94 	55.94 	-16.91 	: 
NI,PCH_PRE,211141,SE	: 	3.77 	3.62 	2.74 	2.20 	: 
NI,PCH_PRE,211141,SI	: 	: c	: c	: c	: c	: 
NI,PCH_PRE,211142,AT	: 	0.96 	1.17 	1.69 	0.80 	: 
NI,PCH_PRE,211142,BE	: 	3.12 	3.00 	2.00 	3.00 	: 
NI,PCH_PRE,211142,CY	: 	0.00 	-1.53 	1.78 	1.01 	: 
NI,PCH_PRE,211142,DK	: 	0.32 	-0.09 	1.19 	1.87 	: 
NI,PCH_PRE,211142,EL	: 	0.23 	0.50 	-0.25 	0.14 	: 
NI,PCH_PRE,211142,EU27_2020	: 	2.51 p	0.31 	0.80 	2.04 	: 
NI,PCH_PRE,211142,EU28	: 	2.18 p	0.27 	0.69 	1.72 	: 
NI,PCH_PRE,211142,FI	: 	2.54 	4.18 	1.82 	2.67 	: 
NI,PCH_PRE,211142,HR	: 	0.02 	0.04 	0.01 	-0.01 	: 
NI,PCH_PRE,211142,HU	: 	8.00 	3.08 	1.21 	-0.60 	: 
NI,PCH_PRE,211142,IE	: 	1.33 	1.33 	0.37 	1.10 	: 
NI,PCH_PRE,211142,IT	: 	2.14 	0.39 	-0.78 	3.00 	: 
NI,PCH_PRE,211142,LT	: 	-8.19 	9.01 	31.59 	-16.02 	: 
NI,PCH_PRE,211142,NL	: 	6.44 	0.68 	1.27 	2.10 	: 
NI,PCH_PRE,211142,PL	: 	1.85 p	0.98 	1.62 	0.80 	: 
NI,PCH_PRE,211142,PT	: 	: c	: c	: c	: c	: 
NI,PCH_PRE,211142,RO	: 	0.29 	-32.04 	16.39 	0.03 	: 
NI,PCH_PRE,211142,SE	: 	3.28 	2.69 	2.67 	1.20 	: 
NI,PCH_PRE,211142,SI	: 	: c	: c	: c	: c	: 
NI,PCH_PRE,211142,UK	: 	0.00 	-0.01 	0.02 	-0.29 	: 
NI,PCH_PRE,211149,AT	: 	0.99 	0.70 	0.20 	0.50 	: 
NI,PCH_PRE,211149,EE	: 	2.13 	0.68 	0.77 	-0.92 	: 
NI,PCH_PRE,211149,ES	: 	-0.43 	1.43 	0.18 	-0.88 	: 
NI,PCH_PRE,211149,EU27_2020	: 	3.94 p	0.51 	1.50 	1.41 	: 
NI,PCH_PRE,211149,EU28	: 	3.93 p	0.51 	1.51 	1.41 	: 
NI,PCH_PRE,211149,FI	: 	2.35 	2.43 	1.11 	0.22 	: 
NI,PCH_PRE,211149,HR	: 	0.02 	-11.24 	12.73 	-0.02 	: 
NI,PCH_PRE,211149,LT	: 	5.28 	-12.49 	14.09 	-11.94 	: 
NI,PCH_PRE,211149,LV	: 	-2.01 	2.65 	1.05 	0.76 	: 
NI,PCH_PRE,211149,NL	: 	6.44 	0.68 	1.27 	2.10 	: 
NI,PCH_PRE,211149,PL	: 	2.95 p	2.06 	1.36 	0.55 	: 
NI,PCH_PRE,211149,PT	: 	: c	: c	: c	: c	: 
NI,PCH_PRE,211149,RO	: 	-6.23 	-12.25 	31.87 	-12.40 	: 
NI,PCH_PRE,211149,SE	: 	3.35 	9.92 	3.52 	2.20 	: 
NI,PCH_PRE,211149,SI	: 	: c	: c	: c	: c	: 
NI,PCH_PRE,211149,SK	: 	5.63 	-17.00 	8.12 	4.98 	: 
NI,PCH_PRE,211149,UK	: 	-2.76 	-3.15 	4.50 	-5.73 	: 
NI,PCH_PRE,211200,AT	1.60 f	2.21 	1.56 	1.69 	0.60 	: 
NI,PCH_PRE,211200,BE	0.93 f	3.12 	2.08 	2.00 	3.00 	: 
NI,PCH_PRE,211200,BG	-1.02 f	6.12 	-9.26 	-9.47 	1.40 	: 
NI,PCH_PRE,211200,CY	0.25 f	-0.26 	1.15 	-0.64 	-0.72 	: 
NI,PCH_PRE,211200,CZ	3.54 f	1.16 	0.19 	1.78 	1.20 	: 
NI,PCH_PRE,211200,DE	1.12 f	1.71 	1.94 	2.48 	0.70 	: 
NI,PCH_PRE,211200,DK	2.63 f	3.72 	-0.51 	3.50 	2.16 	: 
NI,PCH_PRE,211200,EE	0.95 f	1.44 	3.20 	3.58 	2.12 	: 
NI,PCH_PRE,211200,EL	0.36 f	0.05 	0.71 	2.13 	0.58 	: 
NI,PCH_PRE,211200,ES	4.64 f	6.72 	2.98 	0.57 	-0.27 	: 
NI,PCH_PRE,211200,EU27_2020	3.12 f	1.96 p	3.59 e	2.92 	0.59 	: 
NI,PCH_PRE,211200,EU28	: 	1.85 p	3.68 e	2.68 	0.64 	: 
NI,PCH_PRE,211200,FI	1.43 f	3.76 	3.38 	1.72 	0.03 	: 
NI,PCH_PRE,211200,FR	1.85 f	1.90 	3.80 	2.37 	0.77 	: 
NI,PCH_PRE,211200,HR	-0.01 f	0.02 	3.41 	1.22 	-0.03 	: 
NI,PCH_PRE,211200,HU	6.63 f	1.38 	3.57 	7.80 	3.90 	: 
NI,PCH_PRE,211200,IE	1.03 f	3.06 	1.26 	-0.67 	-0.28 	: 
NI,PCH_PRE,211200,IT	0.90 f	-0.63 	4.01 	4.59 	2.40 	: 
NI,PCH_PRE,211200,LT	62.50 f	-24.87 	-2.27 	-22.96 	4.18 	: 
NI,PCH_PRE,211200,LU	1.52 f	2.92 	1.12 e	2.18 	0.66 	: 
NI,PCH_PRE,211200,MT	10.26 f	11.45 	0.00 	4.20 	6.07 	: 
NI,PCH_PRE,211200,NL	-0.09 f	6.27 	1.47 	0.79 	1.40 	: 
NI,PCH_PRE,211200,PL	4.30 f	2.89 p	1.39 	1.91 	0.46 	: 
NI,PCH_PRE,211200,PT	1.03 f	2.13 	1.29 	0.87 	0.88 	: 
NI,PCH_PRE,211200,RO	19.04 f	10.23 	16.15 	28.25 	-15.57 	: 
NI,PCH_PRE,211200,SE	4.25 f	3.50 	6.30 	2.65 	2.00 	: 
NI,PCH_PRE,211200,SI	1.89 f	3.40 	3.70 	1.50 	1.85 	: 
NI,PCH_PRE,211200,SK	4.52 f	-1.17 	-5.19 	-0.79 	-0.06 	: 
NI,PCH_PRE,211200,UK	1.43 f	1.10 	4.31 	1.02 	1.03 	: 
NI,PCH_PRE,211210,AT	: 	2.20 	1.36 	2.08 	0.90 	: 
NI,PCH_PRE,211210,BE	: 	3.13 	2.00 	2.00 	3.00 	: 
NI,PCH_PRE,211210,BG	: 	6.12 	-9.26 	-9.47 	1.40 	: 
NI,PCH_PRE,211210,CY	: 	0.00 	1.16 	-0.65 	-0.72 	: 
NI,PCH_PRE,211210,CZ	: 	1.57 	-0.59 	1.29 	0.90 	: 
NI,PCH_PRE,211210,DE	: 	1.61 	2.03 	2.58 	0.60 	: 
NI,PCH_PRE,211210,DK	: 	4.06 	-0.64 	3.74 	2.39 	: 
NI,PCH_PRE,211210,EE	: 	1.44 	3.20 	3.58 	2.12 	: 
NI,PCH_PRE,211210,EL	: 	0.38 	0.65 	-0.50 	-0.16 	: 
NI,PCH_PRE,211210,ES	: 	7.09 	3.13 	0.63 	-0.29 	: 
NI,PCH_PRE,211210,EU27_2020	: 	0.63 p	4.47 e	2.83 	1.26 	: 
NI,PCH_PRE,211210,EU28	: 	0.71 p	4.49 e	2.61 	1.32 	: 
NI,PCH_PRE,211210,FI	: 	3.76 	3.38 	1.72 	0.03 	: 
NI,PCH_PRE,211210,FR	: 	1.85 	4.59 	3.24 	1.22 	: 
NI,PCH_PRE,211210,HR	: 	0.01 	3.53 	1.25 	-0.03 	: 
NI,PCH_PRE,211210,HU	: 	4.58 	5.51 	1.08 	2.30 	: 
NI,PCH_PRE,211210,IE	: 	3.67 	2.37 	0.07 	0.73 	: 
NI,PCH_PRE,211210,IT	: 	-0.63 	4.01 	4.59 	2.40 	: 
NI,PCH_PRE,211210,LT	: 	-24.87 	-2.27 	-22.96 	4.18 	: 
NI,PCH_PRE,211210,LU	: 	2.98 	1.07 e	2.24 	0.55 	: 
NI,PCH_PRE,211210,MT	: 	11.45 	0.00 	4.20 	6.07 	: 
NI,PCH_PRE,211210,NL	: 	6.44 	0.68 	1.27 	2.10 	: 
NI,PCH_PRE,211210,PL	: 	2.81 p	1.57 	2.21 	0.38 	: 
NI,PCH_PRE,211210,PT	: 	2.25 	1.32 	0.88 	0.90 	: 
NI,PCH_PRE,211210,RO	: 	-21.06 	57.64 	28.14 	-13.64 	: 
NI,PCH_PRE,211210,SE	: 	4.43 	8.18 	4.11 	2.20 	: 
NI,PCH_PRE,211210,SI	: 	3.40 	3.70 	1.50 	1.85 	: 
NI,PCH_PRE,211210,SK	: 	-1.26 	-5.25 	-0.84 	-0.08 	: 
NI,PCH_PRE,211210,UK	: 	1.19 	4.65 	1.11 	1.72 	: 
NI,PCH_PRE,211290,AT	: 	2.13 	1.88 	0.90 	0.30 	: 
NI,PCH_PRE,211290,BE	: 	3.12 	3.00 	2.00 	3.00 	: 
NI,PCH_PRE,211290,CY	: 	-0.82 	1.14 	-0.64 	-0.72 	: 
NI,PCH_PRE,211290,CZ	: 	-0.09 	3.56 	3.99 	2.70 	: 
NI,PCH_PRE,211290,DE	: 	2.68 	1.26 	1.88 	1.20 	: 
NI,PCH_PRE,211290,DK	: 	-1.37 	1.27 	0.04 	-0.95 	: 
NI,PCH_PRE,211290,EL	: 	-0.04 	0.72 	2.74 	0.75 	: 
NI,PCH_PRE,211290,ES	: 	1.34 	0.90 	-0.20 	-0.03 	: 
NI,PCH_PRE,211290,EU27_2020	: 	6.19 p	0.47 e	3.55 	-1.66 	: 
NI,PCH_PRE,211290,EU28	: 	5.53 p	0.76 e	3.20 	-1.66 	: 
NI,PCH_PRE,211290,FR	: 	2.05 	1.62 	0.00 	-0.40 	: 
NI,PCH_PRE,211290,HR	: 	0.00 	0.00 	0.00 	0.00 	: 
NI,PCH_PRE,211290,HU	: 	-4.29 	0.31 	21.12 	7.50 	: 
NI,PCH_PRE,211290,IE	: 	1.97 	-0.64 	-1.91 	-1.94 	: 
NI,PCH_PRE,211290,IT	: 	2.33 	2.67 	2.75 	1.90 	: 
NI,PCH_PRE,211290,LU	: 	2.66 	1.34 e	1.89 	1.11 	: 
NI,PCH_PRE,211290,NL	: 	5.98 	3.87 	-0.91 	-0.90 	: 
NI,PCH_PRE,211290,PL	: 	3.43 p	0.17 	-0.18 	1.04 	: 
NI,PCH_PRE,211290,PT	: 	0.00 	0.78 	0.71 	0.50 	: 
NI,PCH_PRE,211290,RO	: 	42.75 	-8.79 	28.32 	-16.69 	: 
NI,PCH_PRE,211290,SE	: 	2.33 	4.18 	1.08 	1.70 	: 
NI,PCH_PRE,211290,SK	: 	-0.89 	-4.48 	-0.12 	0.05 	: 
NI,PCH_PRE,211290,UK	: 	0.72 	2.96 	0.67 	-1.63 	: 
NI,PCH_PRE,212000,AT	3.39 f	3.32 	3.63 	2.75 	1.80 	: 
NI,PCH_PRE,212000,BE	-2.64 f	-0.07 	3.35 	4.94 	0.28 	: 
NI,PCH_PRE,212000,BG	-7.11 f	8.68 	2.16 	10.65 	-16.40 	: 
NI,PCH_PRE,212000,CY	2.62 f	3.49 	-1.06 	2.45 	-1.28 	: 
NI,PCH_PRE,212000,CZ	3.42 f	4.52 	3.40 	1.68 	1.10 	: 
NI,PCH_PRE,212000,DE	2.97 f	4.67 	4.10 	3.05 	1.80 	: 
NI,PCH_PRE,212000,DK	1.05 f	0.62 	1.79 	0.74 	1.65 	: 
NI,PCH_PRE,212000,EE	0.02 f	2.04 	1.99 	1.46 	-1.08 	: 
NI,PCH_PRE,212000,EL	-0.57 f	-0.35 	-1.41 	-0.07 	-1.90 	: 
NI,PCH_PRE,212000,ES	-1.20 f	2.13 	1.72 	1.59 	-1.99 	: 
