sizehatch,typ_rear,incubat,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 
1001-10000,SHEN,LAY,DK	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	81 	62 	43 	63 	89 	68 	99 	50 	35 	32 	65 	73 	112 	143 	159 	171 	206 	326 	264 	312 	381 	525 	632 
1001-10000,SHEN,LAY,EE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,EL	: 	: 	: c	: 	: c	: c	: 	: 	0.00 	0.00 p	: c	: 	: 	: 	: 	: 	0.00 	0 n	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,ES	0.00 p	0.00 p	0.00 p	0.00 p	0.00 	0.00 p	0.00 p	0.00 p	0.00 p	0.00 p	0.00 	0.00 p	0.00 p	0.00 	0.00 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	540 	0 	0 	0 	0 	0 	4 	0 	6176 	12 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	694.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,FI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,FR	: 	0.00 p	0.00 p	0.00 p	0.00 p	0.00 p	0.00 p	: c	0.00 	: c	: c	: 	: 	: c	18.00 	360.50 	: 	: 	: 	: 	: 	: 	7 	8 	8 	15 	6.8 	15.3 	6.7 	18.8 	13.2 	20 	24 	14 	18 	9 	26 	71 	66 	91 	87 	92 	146 	144 	162 	219 	183 	175 
1001-10000,SHEN,LAY,HR	0.00 n	0.00 n	0.00 n	0.00 n	0.00 	0.00 	0.00 	29.00 	127.00 	: 	: 	89.00 	65.00 	211.00 	190.00 	227.00 	215.00 	239 	208 	212 	188 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,HU	0.00 	0.00 	0.00 	0.00 	0.40 	0.00 	0.00 	: c	: c	0.00 	0.00 	: 	: 	6.50 	2.00 	12.00 	4.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,IE	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	9.1 	7.6 	18.6 	37.6 	48 	18.8 	16.4 	8.4 	25.6 	26.3 	24.5 	35.8 	56.6 	39.8 	50 	36 	60 	77 
1001-10000,SHEN,LAY,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,IT	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0 n	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	14 	63.2 	0 	0 	4.8 	3.2 	8.4 	11.2 	10.4 	13.1 	7.4 	18.3 	81.7 	75.4 
1001-10000,SHEN,LAY,LT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	20.5 	18.2 	21 	26.4 	20.3 	25.6 
1001-10000,SHEN,LAY,LV	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,ME	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,MT	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	: 	: 	0.00 	: 	: 	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,NL	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	5.00 	0.00 	: 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	25 	30 
1001-10000,SHEN,LAY,PL	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	16.94 	1.50 	31.80 	9.20 	8.60 	44.10 	8.00 	19585.00 	9240.00 	30270.00 	1816350.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,PT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	36.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,RO	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,SE	: 	: c	: c	: c	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,SI	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,SK	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	: c	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,TR	: c	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,LAY,UK	: 	: 	0.00 	: 	0.00 	0.00 	0.00 	: c	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0 n	0 	0 	0 	0 	600 	600 	350 	150 	254 	114 	104 	120 	234 	227 	0 e	0 e	0 e	0 e	33 	21 	33 	67 	18 	132 	229 	295 	303 	217 	250 	: 
1001-10000,SHEN,MIX,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	0 	0 	0 	0 	0 	0 	0 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,BA	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,BE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	0.00 	0.00 	0 n	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
1001-10000,SHEN,MIX,BG	: c	0.00 	: c	10.00 	10.05 	5.10 	16.60 	21.88 	20.10 	0.00 	30.20 	79.00 	30.00 	2228.30 	29.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,CY	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	0.00 	: 	0 n	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,CZ	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: b	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
1001-10000,SHEN,MIX,DK	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
1001-10000,SHEN,MIX,EE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,EL	: 	: 	: c	: 	: c	: c	: 	: 	0.00 	0.00 p	: c	: 	: 	: 	: 	: 	0.00 	0 n	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,ES	0.00 p	0.00 p	0.00 p	0.00 p	0.00 	0.00 p	0.00 p	0.00 p	0.00 p	0.00 p	0.00 	0.00 p	0.00 p	0.00 	0.00 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	163.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,FI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,FR	: 	0.00 p	0.00 p	0.00 p	0.00 p	0.00 p	0.00 p	: c	0.00 	: c	: c	: c	: c	: c	: c	364.10 	: 	: 	: 	: 	: 	: 	126 	146 	126 	154 	186.1 	265.8 	255 	323.2 	388.4 	547 	616 	706 	667 	639 	542 	664 	768 	911 	1110 	1356 	1754 	1846 	2265 	2819 	3194 	3843 
1001-10000,SHEN,MIX,HR	32.00 	12.00 	14.00 	14.00 	16.00 	0.00 	13.00 	62.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,HU	88.15 	85.89 	56.09 	75.71 	75.83 	99.92 	87.71 	88.49 	101.50 	116.00 	156.00 	145.70 	178.70 	272.30 	231.00 	330.90 	329.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,IE	: 	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
1001-10000,SHEN,MIX,IS	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,IT	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	15.00 	12.00 	: 	8.00 	7 	8 	3 	16 	: 	10 	12 	6 	9 	8 	10 	10 	0 	0 	22 	37.2 	34 	10 	27.4 	82 	129 	201.4 	175.9 	184.1 	218.8 	325.8 	362.6 	529.5 	459.7 	1078.2 	1086 
1001-10000,SHEN,MIX,LT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
1001-10000,SHEN,MIX,LV	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,ME	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,MT	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	: 	: 	0.00 	: 	: 	0.00 	: 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,NL	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
1001-10000,SHEN,MIX,PL	: c	49.36 	24.86 	40.45 	42.15 	: c	42.04 	55.35 	80.70 	50.20 	88.00 	30.40 	31.80 	54360.00 	154410.00 	166564.00 	317684.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,PT	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 e	9.7 	0 	40.1 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,RO	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,SE	: 	: c	: c	: c	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,SI	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,SK	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,MIX,UK	: 	: 	0.00 	: 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
1001-10000,SHEN,UTI,AT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	8 	35 	17 	0 	0 	0 	0 	10.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,UTI,BA	51.00 	90.00 	118.00 	139.00 	138.00 	172.00 	229.00 	8.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,UTI,BE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	: 	141.00 	0.00 	0 n	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	26 	80 	26 
1001-10000,SHEN,UTI,BG	0.00 	0.00 	0.00 	0.00 	: c	1.90 	3.00 	8.20 	2.00 	0.00 	2.60 	57.00 	1.00 	80467.20 	17.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,UTI,CY	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	0.00 	0.00 	: 	0.00 	: 	0 n	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,UTI,CZ	: c	: c	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,UTI,DE	47.00 	: c	: 	: 	: 	: c	: c	: c	: 	: 	: 	: c	: c	: c	: 	60.00 	63.00 	66.1 	71 	: 	: 	: 	: 	: c	102.4 	108.1 	119.8 	130.9 	119.5 	: b	125.4 	130.8 	172.1 	166.7 	150.7 	149.1 	396.4 	401 	323.6 	124.6 	94.1 	107.5 	140.9 	161.9 	215.3 	308.7 	249 	393 
1001-10000,SHEN,UTI,DK	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	1 	2 	2 	2 	2 	3 	2 	10 	30 
1001-10000,SHEN,UTI,EE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,UTI,EL	: 	: 	: c	: 	: c	: c	: 	: 	0.00 	0.00 p	: c	: 	: 	: 	: 	: 	0.00 	0 n	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,UTI,ES	0.00 p	0.00 p	0.00 p	0.00 p	0.00 	0.00 p	0.00 p	0.00 p	0.00 p	0.00 p	0.00 	0.00 p	0.00 p	0.00 	0.00 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	42581 	0 	0 	0 	0 	0 	10 	0 	7280 	10 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,UTI,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	293.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,UTI,FI	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	0.00 	0.00 	0 n	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,UTI,FR	: 	0.00 p	0.00 p	0.00 p	0.00 p	0.00 p	0.00 p	: c	0.00 	: c	: c	: 	: c	: c	: c	727.60 	: 	: 	: 	: 	: 	: 	78 	96 	129 	149 	151.3 	145 	148.5 	1805.8 	299.8 	10049 	342 	440 	343 	375 	458 	485 	413 	463 	560 	734 	886 	732 	841 	770 	850 	1249 
1001-10000,SHEN,UTI,HR	285.00 	283.00 	309.00 	323.00 	312.00 	370.00 	150.00 	447.00 	311.00 	: 	: 	197.00 	197.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
1001-10000,SHEN,UTI,HU	: c	17.64 	7.97 	16.00 	8.04 	: c	15.03 	21.57 	26.40 	46.00 	62.10 	71.70 	82.40 	140.30 	114.00 	149.30 	108.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
