currency,prod_veg,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
NAC,01320000,DE	19.22 	20.47 	18.12 	16.54 	17.78 	18.39 	20.47 	22.30 	22.97 	14.33 	11.36 	22.17 	23.12 	12.98 	10.56 	11.93 	12.70 	12.60 	13.79 	13.50 
NAC,01320000,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.30 	27.03 	17.63 	16.69 	15.16 	14.96 	14.72 	14.41 	14.33 
NAC,01320000,ES	17.58 	17.34 	16.58 	15.23 	17.47 	16.84 	18.83 	22.06 	19.31 	14.41 	12.98 	18.09 	18.58 	12.58 	13.85 	12.96 	12.47 	11.94 	12.77 	11.64 
NAC,01320000,FI	15.54 	17.77 	15.53 	15.19 	15.73 	16.01 	21.2 	21.13 	19.35 	13.15 	13.18 	24.17 	16.25 	11.44 	11.53 	12.74 	13.47 	13.38 	13.18 	13.05 
NAC,01320000,FR	: 	: 	: 	28.10 	29.50 	30 	31.87 	37.44 	24.44 	15.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,01320000,HR	119.81 	115.99 	113.17 	102.01 	127.27 	130.96 	132.14 	157.6 	152.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,01320000,HU	5226.00 	4306.00 	: 	4336.00 	4865.00 	4944.00 	5269.00 	6732 	5711.00 	3992.00 	3095.00 	4206.00 	4668.00 	2996.00 	2473.00 	2750.00 	3059.00 	3342.00 	3281.00 	3120.00 
NAC,01320000,IE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	10.30 	12.50 	10.79 	11.64 	11.44 
NAC,01320000,LT	18.00 	18.48 	16.53 	15.78 	16.69 	59.49 	73.47 	78.04 	71.83 	50.29 	39.43 	68.21 	78.96 	41.73 	39.32 	39.99 	42.33 	44.63 	46.90 	: 
NAC,01320000,LU	14.86 	15.82 	12.38 	16.00 	18.15 	15.54 	16.45 	20.25 	16.82 	12.75 	7.67 	10.00 	21.00 	11.75 	9.25 	9.50 	10.61 	9.93 	11.16 	11.53 
NAC,01320000,LV	17.29 	18.50 	14.41 	13.22 	13.68 	12.09 	12.64 	15.59 	12.02 	12 	6.92 	9.31 	13.87 	6.58 	6.19 	8.65 	8.10 	5.81 	7.99 	5.19 
NAC,01320000,NL	15.40 	19.35 	15.70 	15.20 	15.75 	15.25 	18.11 	22.6 	20.70 	17.20 	9.75 	17.80 	23.00 	13.00 	10.75 	10.80 	12.05 	11.40 	12.25 	12.25 
NAC,01320000,PL	69.14 p	70.23 	65.26 	66.83 	67.87 	67.33 	74.61 	90.43 	83.21 	56.78 	46.53 	68.90 	69.70 	44.79 	43.15 	51.05 	53.18 	51.39 	55.62 	55.16 
NAC,01320000,PT	20.00 	19.74 	18.09 	19.00 	20.00 	19.55 	20.36 	21.69 	19.91 	13.96 	14.44 	23.01 	17.89 	13.06 	13.51 	15.14 	13.95 	14.08 	15.46 	12.47 
NAC,01320000,RO	80.00 	78.00 	63.00 	53.00 	61.00 	: 	71 	80 	84.00 	44.00 	49.00 	70.00 	62.00 	39.00 	38.00 	54.15 	: 	: 	: 	: 
NAC,01320000,SE	147.80 	205.30 	147.80 	138.70 	143.80 	139.00 	145 	174 	174 	150.00 	96.00 	185.00 	223.80 	116.32 	95.02 	: 	: 	: 	: 	: 
NAC,01320000,SK	17.91 	17.45 	16.52 	14.94 	16.05 	17.86 	20.17 	21.68 	20.94 	15.28 	15.26 	21.08 	20.35 	13.68 	13.11 	15.27 	16.23 	16.70 	16.27 	14.27 
NAC,01320000,UK	14.87 	17.30 	14.30 	11.89 	11.88 	13.41 	15.82 	18.85 	17.29 	11.86 	10.96 	14.80 	16.02 	8.53 	7.78 	8.28 	7.86 	6.82 	7.85 	7.76 
NAC,01400000,AT	11.35 p	14.03 	12.85 	10.39 	11.35 	11.11 	14.1 	16.71 	15.16 	13.13 	7.79 p	11.86 	14.40 	8.62 	6.97 	7.74 	8.77 	9.03 	10.02 	9.54 
NAC,01400000,BE	6.60 	7.67 	6.16 	5.60 	6.66 	7.14 	12.49 	23 	22.62 	21.77 	15.64 	13.54 	9.53 	8.88 	8.27 	8.79 	8.08 	10.17 	12.64 	12.67 
NAC,01400000,BG	32.11 	28.36 	31.08 	34.30 	36.13 	33.77 	33.3 	36.02 	32.20 	23.57 	25.23 	27.14 	19.55 	16.06 	16.08 	18.62 	17.95 	14.82 	18.19 	15.61 
NAC,01400000,CY	26.86 	31.72 	30.45 	36.50 	29.70 	38.80 	43.10 	43.30 	44.60 	27.20 	52.6 	52.3 	20.91 	20.66 	20.7 	: 	: 	: 	: 	: 
NAC,01400000,CZ	709.00 	570.00 	503.00 	549.00 	645.00 	662 	666 	616 	592.80 	381.70 	396.90 	582.70 	532.10 	328.70 	330.10 	399.00 	479.00 	459.00 	462.20 	378.50 
NAC,01400000,DE	16.33 	15.48 	14.29 	14.15 	14.33 	15.20 	18.64 	20.64 	19.55 	12.98 	11.14 	18.09 	17.66 	11.15 	8.98 	9.94 	10.10 	10.67 	11.82 	11.91 
NAC,01400000,DK	116.00 	121.00 	98.00 	95.00 	106.47 	100.84 	116.28 	148.59 	130.00 	93.00 	75.00 	125.00 	137.37 	83.67 	74.84 	74.47 	75.80 	78.68 	83.53 	92.42 
NAC,01400000,EE	: 	13.86 	10.68 	10.54 	11.80 	11.02 	11.08 	16.81 	14.74 	10.50 	6.95 	11.04 	14.02 	8.65 	8.24 	8.94 	7.76 	8.63 	8.19 	7.98 
NAC,01400000,EL	16.91 	17.03 	15.70 	16.95 	16.83 	16.44 	18.27 	18.4 	18.05 	18.26 	21.91 	23.65 	22.57 	20.36 	18.84 	18.06 	17.43 	16.47 	18.15 	17.19 
NAC,01400000,ES	16.98 	14.51 	14.92 	15.77 	18.21 	16.09 	16.73 	21.71 	18.15 	13.97 	12.69 	17.11 	15.82 	12.80 	14.15 	12.50 	12.30 	12.62 	12.47 	11.84 
NAC,01400000,FI	17.28 	17.82 	13.66 	13.05 	13.49 	12.5 	16.93 	18.62 	16.61 	11.57 	8.64 	13.78 	14.97 	10.73 	8.71 	8.73 	9.22 	10.44 	11.14 	11.84 
NAC,01400000,FR	: 	: 	: 	35.00 	29.50 	26 	33.78 	46.12 	20.60 	10.91 	7.52 	13.71 	16.99 	10.49 	8.49 	7.95 	8.35 	8.58 	12.15 	10.47 
NAC,01400000,HR	94.39 	90.65 	86.84 	93.84 	106.58 	109.93 	108.04 	121.68 	128.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,01400000,HU	5251.00 	4883.00 	3980.00 	4026.00 	4274.00 	5141.00 	4769.00 	5559 	4656.00 	3424.00 	2695.00 	3386.00 	4178.00 	2205.00 	1814.00 	2353.00 	2548.00 	2138.00 	2815.00 	3000.00 
NAC,01400000,IE	14.08 	20.31 	13.27 	12.73 	12.98 	: c	: c	21.23 	16.27 	: 	11.28 	13.06 	18.87 	12.83 	10.56 	9.95 	10.66 	9.68 	9.58 	9.63 
NAC,01400000,IT	22.74 	23.07 	17.64 	18.98 	22.43 	19.58 	18.81 	23.83 	23.95 	17.91 	18.36 	22.23 	18.07 	15.89 	17.40 	19.04 	18.28 	19.04 	19.64 	18.87 
NAC,01400000,LT	12.76 	14.37 	11.55 	12.21 	12.11 	34.57 	40.66 	55.47 	54.89 	30.67 	20.39 	39.99 	51.44 	29.79 	23.24 	27.69 	31.41 	30.03 	28.50 	24.10 
NAC,01400000,LU	13.45 	14.13 	12.58 	13.18 	11.73 	10.21 	12.78 	18 	15.25 	9.5 	6.67 	10.00 	14.00 	8.75 	7.50 	7.50 	7.55 	7.48 	9.05 	10.16 
NAC,01400000,LV	15.03 	15.13 	13.80 	12.30 	11.54 	10.48 	8.33 	11.81 	9.43 	7.1 	4.85 	6.93 	9.91 	5.92 	5.13 	5.36 	5.15 	5.16 	4.92 	5.18 
NAC,01400000,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.15 	19.15 	12.55 	10.25 	10.20 	11.05 	10.10 	11.25 	11.55 
NAC,01400000,PL	61.65 p	58.24 	52.25 	51.80 	49.07 	51.2 	53.36 	65.85 	65.08 	34.78 	32.14 	50.34 	52.83 	34.85 	29.15 	37.59 	40.41 	32.40 	37.51 	38.89 
NAC,01400000,PT	18.00 	15.65 	15.00 	16.50 	18.09 	17.20 	19.98 	21.82 	19.09 	14.45 	14.22 	16.61 	15.34 	10.22 	17.48 	15.00 	17.87 	11.00 	13.08 	10.18 
NAC,01400000,RO	100.00 	87.00 	89.00 	89.00 	91.00 	96.00 	112 	121 	113.00 	80.00 	70.00 	102.00 	76.00 	45.00 	47.00 	: 	33.40 	20.72 	22.82 	18.42 
NAC,01400000,SE	123.50 	180.40 	104.10 	109.90 	109.40 	114.10 	125 	145 	138 	109.00 	77.00 	114.00 	147.07 	101.77 	82.53 	76.05 	76.84 	93.76 	99.72 	88.04 
NAC,01400000,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.61 	12.78 	12.13 	12.28 	15.76 	14.78 	14.02 	11.91 
NAC,01400000,SK	18.20 	17.78 	16.27 	18.42 	17.24 	17.49 	18.42 	17.6 	16.98 	12.37 	12.25 	15.00 	16.70 	11.98 	10.85 	12.31 	12.61 	14.01 	13.58 	11.45 
NAC,01400000,UK	15.58 	14.47 	12.97 	11.36 	10.77 	10.96 	14.26 	18.96 	17.26 	10.08 	9.20 	10.31 	10.76 	7.64 	6.68 	6.21 	5.84 	6.00 	6.75 	6.69 
NAC,01500000,AT	11.93 p	14.01 	14.02 	12.65 	14.58 	11.12 	15.06 	22.1 	14.88 	17.89 	9.63 p	9.53 	20.98 	12.43 	8.91 	8.90 	13.08 	10.00 	10.38 	11.04 
NAC,01500000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,01500000,BG	27.45 	27.98 	28.52 	27.86 	27.37 	27.8 	30.49 	35.49 	33.96 	27.70 	20.89 	31.54 	28.00 	16.66 	14.57 	23.31 	20.76 	19.49 	23.02 	19.05 
NAC,01500000,CZ	410.00 	402.00 	378.00 	390.00 	378.00 	425 	506 	472 	470.70 	328.20 	280.00 	463.40 	418.30 	289.50 	275.70 	376.90 	288.80 	324.60 	388.80 	351.70 
NAC,01500000,DE	16.52 	16.50 	15.66 	15.18 	15.70 	16.60 	19.51 	21.05 	21.04 	15.69 	12.07 	17.90 	17.73 	12.34 	10.48 	13.36 	12.13 	11.65 	11.58 	12.14 
NAC,01500000,EL	21.18 	21.31 	20.55 	21.51 	21.03 	20.13 	19.87 	24.15 	21.45 	20.76 	15.09 	18.09 	25.36 	15.86 	13.56 	13.82 	14.61 	14.24 	13.97 	13.57 
NAC,01500000,ES	17.71 	17.64 	17.18 	16.88 	17.29 	16.87 	19.89 	23.30 	21.69 	18.28 	14.42 	18.20 	20.45 	15.19 	13.50 	14.67 	14.79 	13.70 	13.64 	14.33 
NAC,01500000,FR	: 	: 	: 	20.10 	20.10 	20.5 	26.27 	29.2 	21.04 	15.92 	10.90 	11.88 	18.73 	13.13 	10.32 	9.35 	13.20 	9.94 	10.58 	10.41 
NAC,01500000,HR	89.95 	95.59 	104.05 	102.22 	97.04 	91.16 	116.74 	165.49 	131.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,01500000,HU	4382.00 	4611.00 	4366.00 	4168.00 	4249.00 	4150.00 	4879.00 	5670 	4896.00 	3759.00 	2918.00 	2995.00 	4575.00 	2620.00 	2166.00 	2349.00 	3001.00 	2073.00 	1817.00 	2490.00 
NAC,01500000,IT	18.17 	18.98 	18.94 	18.48 	16.26 	18.61 	22.56 	22.5 	22.77 	16.79 	13.13 	18.69 	18.17 	13.74 	12.35 	15.55 	14.34 	13.59 	12.99 	13.44 
NAC,01500000,LT	13.92 	15.45 	14.15 	12.32 	14.35 	50.46 	57.58 	70.67 	62.44 	62.36 	40.27 	51.81 	75.43 	51.52 	44.13 	49.55 	41.30 	41.31 	41.25 	: 
NAC,01500000,LU	16.50 	15.50 	16.00 	17.75 	15.45 	12.8 	20 	22 	18.24 	16.22 	13.2 	10.00 	21.00 	9.40 	8.50 	8.50 	12.00 	9.88 	10.91 	11.90 
NAC,01500000,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.30 	14.50 	19.50 	: 	: 	: 	: 	: 	: 	: 
NAC,01500000,PL	59.82 p	61.93 	54.51 	53.16 	56.72 	54.49 	67.1 	73.21 	68.09 	59.21 	44.72 	52.79 	65.93 	44.75 	35.12 	44.18 	46.68 	36.50 	38.76 	43.09 
NAC,01500000,PT	16.84 	17.32 	16.65 	16.74 	17.21 	16.78 	16.65 	23.81 	20.72 	20.44 	13.89 	15.38 	21.84 	16.29 	14.21 	12.76 	16.02 	13.89 	13.57 	14.15 
NAC,01500000,RO	72.00 	71.00 	68.00 	74.00 	76.00 	76.00 	100 	104 	100.00 	71.00 	67.00 	97.00 	77.00 	38.00 	37.00 	65.70 	65.06 	38.05 	46.05 	32.00 
NAC,01500000,SI	12.37 	14.69 	14.13 	13.06 	13.18 	12.53 	16.92 	19.98 	17.03 	15.51 	9.88 	11.43 	19.91 	10.92 	9.18 	12.28 	11.73 	9.54 	10.17 	10.50 
NAC,01500000,SK	13.71 	14.39 	13.50 	12.83 	13.96 	12.87 	17.27 	19.97 	16.71 	14.89 	9.77 	11.58 	19.22 	12.48 	10.62 	12.05 	12.78 	12.31 	13.11 	11.98 
NAC,01600000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,01600000,BG	59.26 	51.72 	47.00 	60.46 	65.65 	71.75 	55.2 	49.41 	48.85 	51.85 	59.94 	53.03 	39.26 	36.40 	33.65 	34.37 	37.30 	35.73 	48.42 	42.81 
NAC,01600000,EL	24.53 	23.03 	21.98 	22.60 	22.93 	22.84 	23.91 	22.41 	22.68 	21.39 	21.35 	20.03 	17.48 	16.24 	15.33 	21.85 	24.74 	25.75 	24.00 	22.37 
NAC,01600000,ES	30.51 	29.19 	29.01 	30.08 	27.68 	27.46 	27.51 	27.66 	27.61 	25.73 	30.13 	37.02 	27.14 	21.82 	19.14 	20.79 	27.48 	27.51 	27.90 	27.44 
NAC,01600000,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.59 	29.48 	25.47 	20.69 	16.23 	12.99 	20.56 	23.79 	25.80 	26.45 
NAC,01600000,HU	7973.00 	: c	: c	: c	: c	: c	6379.00 	6750 	6233.00 	5452.00 	: 	7672.00 	6272.00 	4955.00 	5598.00 	4339.00 	5412.00 	5286.00 	7954.00 	7570.00 
NAC,01600000,IT	42.29 	34.20 	34.57 	45.67 	56.46 	54.05 	39.99 	36.98 	45.75 	39.48 	44.77 	47.58 	33.49 	35.97 	24.29 	32.42 	33.59 	34.76 	37.75 	38.04 
NAC,01600000,PT	33.30 	31.22 	27.65 	27.40 	30.13 	29.60 	27.08 	29.67 	29.45 	27.18 	22.54 	38.37 	28.07 	23.02 	20.13 	16.40 	29.10 	29.17 	31.27 	29.90 
NAC,01910000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,01910000,BG	29.25 	34.73 	31.13 	27.21 	30.24 	29.96 	29.93 	38.5 	36.05 	34.43 	28.20 	27.72 	24.80 	16.20 	18.87 	27.87 	15.69 	14.62 	13.94 	14.30 
NAC,01910000,ES	17.25 	17.28 	16.09 	15.99 	16.84 	16.30 	19.2 	22.95 	20.00 	18.80 	13.67 	16.52 	19.81 	14.97 	13.42 	13.88 	14.72 	12.82 	14.17 	14.11 
NAC,01910000,FR	: 	: 	: 	21.00 	21.50 	22.9 	30.39 	29.06 	20.37 	14.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,01910000,HU	4094.00 	4360.00 	3923.00 	3934.00 	3915.00 	4400.00 	6321.00 	5642 	5019.00 	3690.00 	3230.00 	4092.00 	3692.00 	2770.00 	3290.00 	4435.00 	3884.00 	3047.00 	2579.00 	1867.00 
NAC,01910000,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	106.62 	32.47 	20.78 	: 
NAC,01920000,AT	12.67 p	13.57 	12.38 	10.31 	11.86 	11.9 	13.17 	18.76 	14.25 	13.14 	7.00 p	10.79 	14.73 	8.62 	6.72 	7.55 	8.75 	8.68 	9.42 	9.87 
NAC,01920000,BE	8.31 e	8.80 e	5.34 e	5.74 e	7.25 	8.54 	9.53 	11.51 	12.04 	11.23 	6.72 	9.87 	12.43 	8.99 	8.54 	9.02 	: 	: 	: 	: 
NAC,01920000,BG	29.30 	27.08 	27.52 	27.74 	29.94 	28.52 	33.37 	35.33 	27.58 	22.73 	27.83 	27.47 	20.18 	15.89 	14.79 	17.04 	15.98 	16.75 	17.77 	18.42 
NAC,01920000,CY	28.18 	22.30 	26.16 	19.10 	19.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,01920000,CZ	400.00 	362.00 	331.00 	338.00 	352.00 	387 	460 	441 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,01920000,DE	15.46 	15.98 	14.08 	12.84 	14.35 	15.12 	18.28 	20.54 	19.16 	13.17 	10.12 	17.02 	16.60 	10.53 	8.52 	10.97 	9.96 	9.31 	10.37 	11.06 
NAC,01920000,DK	115.00 	125.00 	103.00 	97.00 	107.83 	110.41 	135.32 	156.43 	133.00 	98.00 	82.00 	135.00 	124.55 	79.63 	72.09 	84.69 	77.03 	74.35 	85.39 	85.97 
NAC,01920000,ES	: 	17.20 	16.66 	15.95 	17.64 	18.05 	19.83 	: 	20.62 	17.48 	15.45 	18.48 	18.38 	13.96 	14.44 	13.56 	13.46 	12.98 	14.00 	12.96 
NAC,01920000,FR	: 	: 	: 	19.20 	20.80 	21.5 	27.34 	29.59 	18.93 	13.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,01920000,HR	95.77 	97.03 	95.82 	92.06 	104.92 	106.13 	97.93 	115.6 	122.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,01920000,HU	4444.00 	4195.00 	3752.00 	3445.00 	4052.00 	4056.00 	4089.00 	5307 	4412.00 	2920.00 	2444.00 	3004.00 	3726.00 	2217.00 	2915.00 	2415.00 	2497.00 	1916.00 	1868.00 	2610.00 
NAC,01920000,LT	13.51 	15.00 	12.32 	11.19 	12.43 	43.45 	50.34 	64.77 	55.65 	47.11 	26.87 	41.97 	53.00 	31.71 	25.80 	30.39 	31.05 	32.01 	30.00 	35.20 
NAC,01920000,LU	13.82 	14.96 	12.98 	11.47 	13.78 	12.08 	13.93 	20.5 	16.5 	12.75 	7.17 	11.00 	15.00 	10.00 	8.00 	8.00 	9.05 	7.48 	9.54 	9.05 
NAC,01920000,LV	12.94 	14.06 	11.12 	10.72 	12.21 	12.32 	10.57 	13.4 	11.47 	9.28 	5.91 	8.31 	10.21 	6.31 	5.75 	5.99 	5.21 	4.82 	4.78 	5.48 
NAC,01920000,NL	15.05 	18.30 	14.05 	13.70 	14.30 	13.85 	17.05 	22.5 	18.30 	16.85 	9.55 	13.35 	18.75 	11.00 	8.95 	9.75 	10.55 	9.55 	: 	: 
NAC,01920000,PL	64.87 p	66.06 	58.66 	57.40 	56.49 	59.3 	65.54 	80.63 	72.93 	47.10 	37.38 	52.90 	61.11 	36.88 	30.85 	41.45 	43.63 	37.01 	40.28 	46.09 
NAC,01920000,PT	19.43 	17.00 	17.00 	16.70 	17.84 	17.91 	19.89 	21.76 	19.48 	14.38 	13.98 	17.72 	16.39 	11.75 	12.52 	13.00 	11.24 	11.00 	12.64 	10.53 
NAC,01920000,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52.22 	31.88 	24.50 	: 
NAC,01920000,SE	133.90 	177.90 	118.90 	112.60 	116.80 	124.70 	149 	174 	158 	140.00 	91.00 	119.00 	161.75 	92.21 	82.64 	: 	: 	: 	: 	: 
NAC,01920000,SI	15.22 	13.92 	12.86 	13.16 	13.95 	15.39 	16.22 	18.32 	22.11 	14.43 	9.53 	18.29 	17.02 	11.80 	11.84 	10.80 	12.46 	17.45 	10.83 	: 
NAC,01920000,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.51 	15.47 	10.85 	9.19 	11.15 	12.05 	11.55 	12.18 	11.49 
NAC,02110000,AT	33.57 p	32.19 	33.25 	34.11 	33.48 	29.01 	34.15 	46.11 	41.55 	34.94 	20.86 p	34.49 	33.24 	22.21 	17.73 	19.07 	20.52 	19.13 	19.19 	14.57 
NAC,02110000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.73 	19.62 	16.37 
NAC,02110000,BG	67.30 	66.10 	64.67 	65.79 	67.04 	62.75 	69.39 	90.13 	80.55 	54.67 	53.58 	62.45 	39.77 	33.54 	32.98 	32.58 	30.29 	26.75 	23.96 	23.35 
NAC,02110000,CZ	943.00 	928.00 	1057.00 	1013.00 	986.00 	972 	1095 	1184 	1120.70 	773.70 	710.40 	978.50 	741.80 	663.70 	573.90 	758.00 	756.20 	708.40 	719.00 	617.60 
NAC,02110000,DE	36.50 	35.30 	36.97 	35.62 	34.96 	33.47 	39.97 	43.92 	44.39 	32.66 	26.02 	38.17 	28.51 	22.82 	19.24 	22.91 	24.03 	22.32 	20.72 	17.86 
NAC,02110000,DK	272.00 	269.00 	274.00 	268.00 	259.92 	250.25 	299.72 	342.93 	312.00 	226.00 	221.00 	281.00 	207.80 	172.98 	152.46 	163.15 	171.64 	173.86 	164.56 	143.73 
NAC,02110000,EE	: 	36.49 	38.33 	36.58 	37.54 	36.73 	36.74 	47.73 	42.04 	31.40 	25.26 	32.92 	31.86 	25.86 	21.72 	22.12 	24.59 	25.37 	24.66 	19.64 
NAC,02110000,ES	: 	31.79 	31.32 	30.10 	31.95 	29.07 	32.43 	: 	28.33 	29.69 	22.35 	26.89 	24.19 	20.75 	19.77 	21.93 	22.51 	20.93 	19.51 	17.00 
NAC,02110000,FI	36.16 	35.57 	38.96 	37.10 	35.80 	36.48 	41.61 	44.4 	42.18 	33.52 	27.03 	36.70 	28.53 	24.42 	20.01 	22.46 	23.72 	23.20 	20.94 	17.63 
NAC,02110000,FR	: 	: 	: 	24.70 	25.30 	22.2 	26.27 	33.56 	44.66 	35.97 	26.09 	34.78 	31.54 	23.64 	20.39 	20.34 	22.37 	22.12 	21.24 	18.49 
NAC,02110000,HR	240.61 	231.11 	238.96 	237.88 	263.10 	232.02 	258.44 	331.04 	292.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02110000,HU	11617.00 	10793.00 	11186.00 	10992.00 	11305.00 	10222.00 	11356.00 	14049 	11933.00 	8042.00 	7159.00 	10410.00 	6333.00 	5642.00 	4875.00 	5597.00 	5665.00 	5146.00 	5374.00 	4250.00 
NAC,02110000,LT	34.93 	35.46 	35.72 	36.47 	34.12 	101.22 	120.43 	157.47 	145.53 	109.91 	83.64 	123.75 	91.23 	84.19 	62.53 	66.06 	74.86 	74.51 	69.17 	63.27 
NAC,02110000,LU	34.73 	33.80 	33.85 	33.69 	34.17 	29.76 	34.15 	45.5 	39 	30.5 	21.15 	30.00 	26.62 	21.86 	18.91 	18.17 	21.80 	20.40 	21.79 	17.39 
NAC,02110000,LV	36.23 	34.62 	35.48 	34.99 	33.53 	29.52 	24.69 	31.43 	29.33 	21.84 	16.89 	24.49 	18.96 	16.28 	12.61 	13.42 	14.03 	12.33 	11.76 	10.36 
NAC,02110000,NL	38.00 	39.00 	32.50 	34.00 	33.50 	32.5 	34.25 	43.5 	36.10 	31.50 	23.70 	30.95 	30.35 	: 	: 	: 	: 	: 	: 	: 
NAC,02110000,PL	155.81 p	155.32 	157.63 	: 	150.51 	131.99 	147.34 	198.11 	183.91 	127.76 	108.24 	126.77 	95.66 	93.44 	77.33 	86.47 	101.66 	85.35 	82.17 	80.63 
NAC,02110000,RO	153.00 	144.00 	158.00 	157.00 	164.00 	134.00 	157 	183 	162.00 	125.00 	97.00 	120.00 	79.00 	74.00 	60.00 	: 	59.07 	61.97 	44.52 	32.79 
NAC,02110000,SE	372.80 	359.90 	325.70 	333.10 	315.40 	276.80 	315 	389 	387 	372.00 	255.00 	313.00 	308.78 	221.27 	202.22 	185.75 	202.86 	200.73 	195.04 	144.57 
NAC,02110000,SI	31.59 	30.59 	32.01 	32.66 	36.36 	30.75 	35.84 	44.96 	42.17 	27.35 	25.53 	38.08 	22.03 	19.83 	17.58 	19.60 	21.22 	18.70 	16.09 	13.35 
NAC,02110000,SK	35.51 	34.34 	37.52 	35.67 	35.95 	33.5 	36.98 	48.4 	46.06 	31.92 	24.12 	40.13 	27.72 	27.19 	22.34 	27.25 	27.98 	26.12 	24.26 	23.53 
NAC,02110000,UK	31.51 	30.16 	32.54 	28.05 	25.20 	26.98 	34.12 	36.71 	37.7 	22.94 	23.87 	30.51 	18.93 	15.38 	13.11 	15.87 	16.58 	14.43 	13.73 	11.61 
NAC,02120000,AT	27.59 p	24.89 	28.33 	30.10 	33.71 	24.51 	29.52 	39.18 	33.66 	39.59 	15.71 p	22.33 	32.56 	17.34 	17.36 	16.97 	18.92 	21.80 	20.13 	14.90 
NAC,02120000,BE	: 	: 	: 	: 	: z	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02120000,BG	58.75 	56.90 	62.97 	69.65 	69.77 	59.79 	60.73 	84.1 	69.37 	53.82 	38.32 	55.22 	44.19 	36.06 	36.43 	35.70 	36.70 	36.92 	32.74 	29.77 
NAC,02120000,CZ	748.00 	788.00 	894.00 	965.00 	889.00 	845 	1061 	1048 	1024.00 	716.10 	708.40 	928.70 	745.50 	619.20 	644.30 	736.00 	805.30 	811.00 	878.40 	766.20 
NAC,02120000,DE	33.73 	31.46 	29.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02120000,EL	35.00 	35.00 	35.00 	35.00 	35.00 	35 	40.23 	45 	42.50 	38.50 	37.00 	37.60 	25.00 	16.20 	19.08 	20.72 	17.26 	17.90 	17.73 	17.61 
NAC,02120000,ES	31.57 	30.63 	32.93 	34.82 	36.44 	30.37 	33.97 	50.04 	38.01 	36.54 	22.52 	38.71 	39.43 	22.11 	25.25 	22.99 	21.65 	26.14 	25.56 	17.46 
NAC,02120000,FR	: 	: 	: 	46.10 	48.30 	41 	47.71 	63.35 	40.77 	38.52 	24.71 	30.19 	40.83 	22.56 	21.60 	21.30 	21.97 	25.20 	24.02 	18.65 
NAC,02120000,HR	191.76 	186.35 	220.64 	221.11 	241.79 	178.59 	193.71 	338.67 	253.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAC,02120000,HU	10074.00 	9721.00 	10001.00 	10583.00 	11265.00 	9626.00 	9980.00 	13408 	10926.00 	9044.00 	5920.00 	8036.00 	8551.00 	5294.00 	5023.00 	5601.00 	5233.00 	6409.00 	5902.00 	4765.00 
NAC,02120000,PT	36.95 	35.00 	38.50 	37.88 	37.50 	33.00 	35.00 	52.00 	32.01 	32.50 	25.00 	49.03 	32.45 	21.50 	18.24 	10.00 	10.00 	13.00 	13.00 	17.51 
